1660305134	2022-08-12 13:52:14	off
1660305755	2022-08-12 14:02:35	on
1660305777	2022-08-12 14:02:57	off
1660305980	2022-08-12 14:06:20	on
1660305984	2022-08-12 14:06:24	off
1660306083	2022-08-12 14:08:03	on
1660306087	2022-08-12 14:08:07	off
1660307099	2022-08-12 14:24:59	on
1660307111	2022-08-12 14:25:11	off
1660307507	2022-08-12 14:31:47	on
1660307509	2022-08-12 14:31:49	off
1660308253	2022-08-12 14:44:13	on
1660308265	2022-08-12 14:44:25	off
1660308409	2022-08-12 14:46:49	on
1660308415	2022-08-12 14:46:55	off
1660308540	2022-08-12 14:49:00	on
1660308547	2022-08-12 14:49:07	off
1660310389	2022-08-12 15:19:49	on
1660310392	2022-08-12 15:19:52	off
1660310446	2022-08-12 15:20:46	on
1660310450	2022-08-12 15:20:50	off
1660310614	2022-08-12 15:23:34	on
1660310618	2022-08-12 15:23:38	off
1660310664	2022-08-12 15:24:24	on
1660310667	2022-08-12 15:24:27	off
1660310731	2022-08-12 15:25:31	on
1660310733	2022-08-12 15:25:33	off
1660311286	2022-08-12 15:34:46	on
1660311304	2022-08-12 15:35:04	off
1660317211	2022-08-12 17:13:31	on
1660317229	2022-08-12 17:13:49	off
1660317272	2022-08-12 17:14:32	on
1660317276	2022-08-12 17:14:36	off
1660318558	2022-08-12 17:35:58	off
1660320585	2022-08-12 18:09:45	off
1660322117	2022-08-12 18:35:17	on
1660322119	2022-08-12 18:35:19	off
1660340675	2022-08-12 23:44:35	on
1660340707	2022-08-12 23:45:07	off
1660340908	2022-08-12 23:48:28	on
1660340911	2022-08-12 23:48:31	off
1660341073	2022-08-12 23:51:13	on
1660341080	2022-08-12 23:51:20	off
1660343638	2022-08-13 00:33:58	on
1660343640	2022-08-13 00:34:00	off
