1660305134	2022-08-12 13:52:14	on
1660305176	2022-08-12 13:52:56	off
1660305178	2022-08-12 13:52:58	on
1660305329	2022-08-12 13:55:29	off
1660305338	2022-08-12 13:55:38	on
1660305500	2022-08-12 13:58:20	off
1660305774	2022-08-12 14:02:54	on
1660306276	2022-08-12 14:11:16	off
1660306399	2022-08-12 14:13:19	on
1660306555	2022-08-12 14:15:55	off
1660306621	2022-08-12 14:17:01	on
1660306712	2022-08-12 14:18:32	off
1660306775	2022-08-12 14:19:35	on
1660306950	2022-08-12 14:22:30	off
1660307431	2022-08-12 14:30:31	on
1660307521	2022-08-12 14:32:01	off
1660307662	2022-08-12 14:34:22	on
1660307752	2022-08-12 14:35:52	off
1660308220	2022-08-12 14:43:40	on
1660308310	2022-08-12 14:45:10	off
1660308341	2022-08-12 14:45:41	on
1660308431	2022-08-12 14:47:11	off
1660308432	2022-08-12 14:47:12	on
1660308522	2022-08-12 14:48:42	off
1660309273	2022-08-12 15:01:13	on
1660309433	2022-08-12 15:03:53	off
1660310023	2022-08-12 15:13:43	on
1660310113	2022-08-12 15:15:13	off
1660310239	2022-08-12 15:17:19	on
1660310329	2022-08-12 15:18:49	off
1660310655	2022-08-12 15:24:15	on
1660310745	2022-08-12 15:25:45	off
1660310823	2022-08-12 15:27:03	on
1660310913	2022-08-12 15:28:33	off
1660310972	2022-08-12 15:29:32	on
1660311062	2022-08-12 15:31:02	off
1660312033	2022-08-12 15:47:13	on
1660312123	2022-08-12 15:48:43	off
1660317748	2022-08-12 17:22:28	on
1660318558	2022-08-12 17:35:58	on
1660318588	2022-08-12 17:36:28	off
1660318588	2022-08-12 17:36:28	on
1660318588	2022-08-12 17:36:28	off
1660320585	2022-08-12 18:09:45	off
1660320646	2022-08-12 18:10:46	on
1660320736	2022-08-12 18:12:16	off
1660320862	2022-08-12 18:14:22	on
1660320952	2022-08-12 18:15:52	off
1660321209	2022-08-12 18:20:09	on
1660321300	2022-08-12 18:21:40	off
1660322122	2022-08-12 18:35:22	on
1660322212	2022-08-12 18:36:52	off
1660322225	2022-08-12 18:37:05	on
1660322379	2022-08-12 18:39:39	off
1660322497	2022-08-12 18:41:37	on
1660322587	2022-08-12 18:43:07	off
1660331061	2022-08-12 21:04:21	on
1660331151	2022-08-12 21:05:51	off
1660340734	2022-08-12 23:45:34	on
1660340825	2022-08-12 23:47:05	off
1660340850	2022-08-12 23:47:30	on
1660341160	2022-08-12 23:52:40	off
1660342982	2022-08-13 00:23:02	on
1660343159	2022-08-13 00:25:59	off
1660343244	2022-08-13 00:27:24	on
1660343334	2022-08-13 00:28:54	off
