1660161218	2022-08-10 21:53:38	on
1660161231	2022-08-10 21:53:51	on
1660161271	2022-08-10 21:54:31	off
1660161442	2022-08-10 21:57:22	off
1660163300	2022-08-10 22:28:20	on
1660163323	2022-08-10 22:28:43	on
1660163325	2022-08-10 22:28:45	on
1660163387	2022-08-10 22:29:47	off
1660163420	2022-08-10 22:30:20	off
1660163701	2022-08-10 22:35:01	on
1660163766	2022-08-10 22:36:06	off
1660163939	2022-08-10 22:38:59	off
1660163940	2022-08-10 22:39:00	off
1660165117	2022-08-10 22:58:37	off
1660165118	2022-08-10 22:58:38	off
1660165120	2022-08-10 22:58:40	on
1660165121	2022-08-10 22:58:41	on
1660165185	2022-08-10 22:59:45	off
1660165267	2022-08-10 23:01:07	on
1660165268	2022-08-10 23:01:08	on
1660165274	2022-08-10 23:01:14	on
1660165332	2022-08-10 23:02:12	off
1660165353	2022-08-10 23:02:33	off
1660165423	2022-08-10 23:03:43	off
1660165425	2022-08-10 23:03:45	off
1660165438	2022-08-10 23:03:58	on
1660165503	2022-08-10 23:05:03	off
1660165659	2022-08-10 23:07:39	off
1660165670	2022-08-10 23:07:50	on
1660165911	2022-08-10 23:11:51	off
1660165912	2022-08-10 23:11:52	off
1660165926	2022-08-10 23:12:06	on
1660165930	2022-08-10 23:12:10	on
1660165953	2022-08-10 23:12:33	on
1660165953	2022-08-10 23:12:33	on
1660165953	2022-08-10 23:12:33	on
1660165967	2022-08-10 23:12:47	on
1660165992	2022-08-10 23:13:12	off
1660166012	2022-08-10 23:13:32	off
1660166405	2022-08-10 23:20:05	off
1660166406	2022-08-10 23:20:06	off
1660167568	2022-08-10 23:39:28	on
1660167569	2022-08-10 23:39:29	on
1660167571	2022-08-10 23:39:31	on
1660167633	2022-08-10 23:40:33	off
1660167634	2022-08-10 23:40:34	off
1660167635	2022-08-10 23:40:35	on
1660167638	2022-08-10 23:40:38	on
1660167700	2022-08-10 23:41:40	off
1660167702	2022-08-10 23:41:42	on
1660167704	2022-08-10 23:41:44	on
1660167709	2022-08-10 23:41:49	on
1660167710	2022-08-10 23:41:50	on
1660167714	2022-08-10 23:41:54	on
1660167715	2022-08-10 23:41:55	on
1660167768	2022-08-10 23:42:48	off
1660167783	2022-08-10 23:43:03	off
