clutery	3010.0	-3460.0	4238.5	-2182.5	1
dishwasher	1930.0	-3060.0	3280.0	-2250.0	1
fridge	3550.0	-5179.5	4981.0	-3870.0	1
microwave	3347.5	-4275.0	4765.0	-3060.0	1
oven	3347.5	-4275.0	4765.0	-3060.0	1
clutery,dishwasher,fridge,microwave,oven	1530.0	-4500	3880.0	-2870.0	0.5
